timestamp,open,high,low,close,volume,open_interest,funding_rate,oi_change_1h,volume_change_1h,buying_rejection,selling_rejection,target_return_4h
2026-03-11 10:00:00,69431.3,69689.8,69350.5,69570.5,4089.022,87083.339,-0.00011052,0.0,-0.2381335135420154,119.30000000000291,220.0,0.013886632983807877
2026-03-11 11:00:00,69570.5,69641.6,69098.0,69144.0,5735.532,87083.339,-0.00011052,0.0,0.402665967558991,497.6000000000058,46.0,0.015083015156774184
2026-03-11 12:00:00,69144.0,69767.8,68932.9,69319.0,13495.2,87083.339,-0.00011052,0.0,1.3529116392341636,448.8000000000029,386.1000000000058,0.017598349658823616
2026-03-11 13:00:00,69318.9,71060.7,69294.1,70134.8,30965.931,87083.339,-0.00011052,0.0,1.2945885203627956,925.8999999999942,840.6999999999971,0.0087018142206152
2026-03-11 14:00:00,70134.8,70938.1,69917.5,70536.6,21395.633,87083.339,-0.00011052,0.0,-0.30905894610434925,401.5,619.1000000000058,0.0006464728949225121
2026-03-11 15:00:00,70536.7,70612.5,69618.6,70186.9,15405.756,87083.339,-0.00011052,0.0,-0.2799579241240492,425.6000000000058,568.2999999999884,0.005897111854206536
2026-03-11 16:00:00,70187.0,70799.9,70093.2,70538.9,9608.144,87083.339,-0.00011052,0.0,-0.3763276531187434,261.0,445.6999999999971,0.0006691343358063656
2026-03-11 17:00:00,70539.0,71286.0,70474.2,70745.1,16496.708,87083.339,-0.00011052,0.0,0.7169505369611444,540.8999999999942,270.90000000000873,-0.000604988896757555
2026-03-11 18:00:00,70745.1,70866.5,70353.5,70582.2,7697.976,87083.339,-0.00011052,0.0,-0.5333628988280571,284.3000000000029,228.6999999999971,-0.0035858899269219616
2026-03-11 19:00:00,70582.1,70700.0,70333.3,70600.8,3502.006,87083.339,-0.00011052,0.0,-0.5450744455425686,99.19999999999709,267.5,-0.006385196768308616
2026-03-11 20:00:00,70600.7,70692.8,70349.5,70586.1,3275.618,87083.339,-0.00011052,0.0,-0.06464523475973483,106.69999999999709,236.60000000000582,-0.0057971753645549426
2026-03-11 21:00:00,70586.1,70766.7,70451.8,70702.3,2629.442,87083.339,-0.00011052,0.0,-0.19726842385162124,64.39999999999418,250.5,-0.012750646018587797
2026-03-11 22:00:00,70702.4,70931.9,70200.2,70329.1,5275.465,87083.339,-0.00011052,0.0,1.0063059006435586,602.7999999999884,128.90000000000873,-0.01544453149549776
2026-03-11 23:00:00,70329.2,70466.0,70078.6,70150.0,3925.35,87083.339,-0.00011052,0.0,-0.2559234114907407,316.0,71.39999999999418,-0.010654312188168128
2026-03-12 00:00:00,70150.0,70314.1,70087.1,70176.9,2964.321,87083.339,-7.802e-05,0.0,-0.2448263212197639,137.20000000001164,89.79999999998836,-0.012066648712040407
2026-03-12 01:00:00,70176.9,70188.1,69706.1,69800.8,7061.504,87083.339,-7.802e-05,0.0,1.3821657640990974,387.3000000000029,94.69999999999709,-0.005313692679740185
2026-03-12 02:00:00,69800.7,69851.5,69180.0,69242.9,8560.615,87083.339,-7.802e-05,0.0,0.21229344343641232,608.6000000000058,62.89999999999418,0.0031570023785833035
2026-03-12 03:00:00,69243.0,69595.9,69187.6,69402.6,6091.142,87083.339,-7.802e-05,0.0,-0.28846911115614937,193.29999999998836,215.0,0.005475299196283713
2026-03-12 04:00:00,69402.6,69640.3,69250.1,69330.1,3849.667,87083.339,-7.802e-05,0.0,-0.36798928673802056,310.1999999999971,80.0,0.007716706019463407
2026-03-12 05:00:00,69330.1,69514.6,69150.0,69429.9,4753.901,87083.339,-7.802e-05,0.0,0.23488629016483764,84.70000000001164,279.8999999999942,0.00698546303537813
2026-03-12 06:00:00,69430.0,69526.6,69320.0,69461.5,2909.494,87083.339,-7.802e-05,0.0,-0.3879775788347296,65.10000000000582,141.5,0.013112299619213563
2026-03-12 07:00:00,69461.4,69818.8,69370.7,69782.6,6108.768,87083.339,-7.802e-05,0.0,1.09959807444181,36.19999999999709,411.90000000000873,0.008682680209679692
2026-03-12 08:00:00,69782.7,70079.1,69667.3,69865.1,8311.135,87083.339,-5.392e-05,0.0,0.36052555932718344,214.0,197.8000000000029,0.006920479609991254
2026-03-12 09:00:00,69865.1,70377.7,69540.9,69914.9,9674.587,87083.339,-5.392e-05,0.0,0.16405123969229218,462.8000000000029,374.0,0.0002231284032445991
2026-03-12 10:00:00,69915.0,70477.0,69815.4,70372.3,8357.019,87083.339,-5.392e-05,0.0,-0.13618855254493023,104.69999999999709,556.9000000000087,-0.011693521456595971
2026-03-12 11:00:00,70372.4,70756.5,70321.7,70388.5,8697.954,87083.339,-5.392e-05,0.0,0.040796245646922635,368.0,66.80000000000291,-0.0015002450684416604
2026-03-12 12:00:00,70388.6,70584.2,70244.7,70348.6,6574.59,87083.339,-5.392e-05,0.0,-0.24412223840227254,235.59999999999127,103.90000000000873,-0.00028856295647678717
2026-03-12 13:00:00,70348.6,70490.0,69614.8,69930.5,15650.398,87083.339,-5.392e-05,0.0,1.3804371071047776,559.5,315.6999999999971,0.003386219174752117
2026-03-12 14:00:00,69930.4,70625.0,69303.8,69549.4,21443.973,87083.339,-5.392e-05,0.0,0.370187071280871,1075.6000000000058,245.59999999999127,0.003330007160378175
2026-03-12 15:00:00,69549.3,70532.0,69430.0,70282.9,16693.319,87083.339,-5.392e-05,0.0,-0.22153795847439284,249.10000000000582,852.8999999999942,0.0015764858877479859
2026-03-12 16:00:00,70282.8,70530.0,69856.4,70328.3,13571.222,87083.339,-7.381e-05,0.0,-0.18702673806209535,201.6999999999971,471.90000000000873,-0.002862290144934584
2026-03-12 17:00:00,70328.3,70499.9,70017.4,70167.3,6725.804,87083.339,-7.381e-05,0.0,-0.5044068986565837,332.59999999999127,149.90000000000873,0.0011002275988957404
2026-03-12 18:00:00,70167.3,70256.5,69754.8,69781.0,6054.058,87083.339,-7.381e-05,0.0,-0.09987594048235726,475.5,26.19999999999709,0.005160430489674924
2026-03-12 19:00:00,69781.1,70511.2,69725.0,70393.7,6687.861,87083.339,-7.381e-05,0.0,0.10469060587130152,117.5,668.6999999999971,0.001227382564064806
2026-03-12 20:00:00,70393.7,70508.8,70063.7,70127.0,3586.321,87083.339,-7.381e-05,0.0,-0.4637566480523444,381.8000000000029,63.30000000000291,0.018770231152052747
2026-03-12 21:00:00,70127.1,70433.4,70127.1,70244.5,2145.981,87083.339,-7.381e-05,0.0,-0.4016204907480395,188.89999999999418,117.39999999999418,0.019722540554776447
2026-03-12 22:00:00,70244.4,70281.5,69974.7,70141.1,2678.993,87083.339,-7.381e-05,0.0,0.24837684956204154,140.39999999999418,166.40000000000873,0.013879166423109986
2026-03-12 23:00:00,70141.1,70727.9,70122.7,70480.1,7337.966,87083.339,-7.381e-05,0.0,1.7390762125918209,247.79999999998836,357.40000000000873,0.012573761955502291
2026-03-13 00:00:00,70480.1,71979.2,70342.7,71443.3,28271.449,87083.339,-7.381e-05,0.0,2.852763695007581,535.8999999999942,1100.6000000000058,-0.0012709379325983388
2026-03-13 01:00:00,71443.4,71738.6,71240.0,71629.9,8176.876,87083.339,-7.381e-05,0.0,-0.7107726597246572,108.70000000001164,389.8999999999942,-0.001598494483448951
2026-03-13 02:00:00,71630.0,71665.2,71006.5,71114.6,6723.88,87083.339,-7.381e-05,0.0,-0.17769573612220613,550.5999999999913,108.10000000000582,0.002830642371608479
2026-03-13 03:00:00,71114.6,71485.6,70920.1,71366.3,5902.39,87083.339,-7.381e-05,0.0,-0.12217499419977751,119.30000000000291,446.1999999999971,0.003068675271101346
2026-03-13 04:00:00,71366.3,71469.0,71200.0,71352.5,3522.549,87083.339,-7.381e-05,0.0,-0.40319955136817465,116.5,152.5,0.006131530079534705
2026-03-13 05:00:00,71352.6,71616.0,71201.0,71515.4,5486.551,87083.339,-7.381e-05,0.0,0.557551364083225,100.60000000000582,314.3999999999942,0.006216842805885248
2026-03-13 06:00:00,71515.5,71568.5,71150.0,71315.9,5496.209,87083.339,-7.381e-05,0.0,0.0017603044244005606,252.60000000000582,165.89999999999418,0.01549864756667171
2026-03-13 07:00:00,71315.9,71649.7,71208.0,71585.3,8265.269,87083.339,-7.381e-05,0.0,0.5038127189122539,64.39999999999418,377.3000000000029,0.008445868076266932
2026-03-13 08:00:00,71585.2,72156.4,71347.1,71790.0,13687.535,87083.339,-7.381e-05,0.0,0.6560301909109068,366.3999999999942,442.8999999999942,0.013167572085248682
2026-03-13 09:00:00,71790.0,72060.0,71549.9,71960.0,8154.063,87083.339,-7.381e-05,0.0,-0.40427089318858367,100.0,410.1000000000058,0.01924402445803228
2026-03-13 10:00:00,71959.9,72547.0,71953.0,72421.2,15033.044,87083.339,-7.381e-05,0.0,0.8436261775264675,125.80000000000291,468.1999999999971,-0.0009361899554274565
2026-03-13 11:00:00,72421.1,72491.0,72150.0,72189.9,6918.892,87083.339,-7.381e-05,0.0,-0.5397544236549829,301.1000000000058,39.89999999999418,-0.005401032554415427
2026-03-13 12:00:00,72189.8,72882.8,72166.1,72735.3,11703.434,87083.339,-7.381e-05,0.0,0.6915185263767667,147.5,569.1999999999971,-0.012226525497248281
2026-03-13 13:00:00,72735.3,73568.0,72635.8,73344.8,25615.346,87083.339,-7.381e-05,0.0,1.188703418159149,223.1999999999971,709.0,-0.0319763636958585
2026-03-13 14:00:00,73344.7,73870.0,72328.4,72353.4,33755.741,87083.339,-7.381e-05,0.0,0.31779367727455243,1516.6000000000058,25.0,-0.018427606719241783
2026-03-13 15:00:00,72353.3,72828.2,71700.0,71800.0,24440.083,87083.339,-7.381e-05,0.0,-0.2759725523430223,1028.199999999997,100.0,-0.009080779944289694
2026-03-13 16:00:00,71800.1,72090.2,71130.6,71846.0,30212.328,87083.339,-6.38e-06,0.0,0.2361794352335056,244.1999999999971,715.3999999999942,-0.007496589928458172
2026-03-13 17:00:00,71846.0,72215.1,70862.3,70999.5,20572.14,87083.339,-6.38e-06,0.0,-0.3190812704006126,1215.6000000000058,137.1999999999971,0.0008957809562039989
2026-03-13 18:00:00,70999.5,71318.8,70811.0,71020.1,11260.354,87083.339,-6.38e-06,0.0,-0.45264061006779077,298.6999999999971,209.10000000000582,-0.003299066039050957
2026-03-13 19:00:00,71020.0,71273.1,70963.0,71148.0,5744.749,87083.339,-6.38e-06,0.0,-0.48982518666819885,125.10000000000582,185.0,-0.0035489402372519256
2026-03-13 20:00:00,71148.1,71447.2,71111.1,71307.4,4345.861,87083.339,-6.38e-06,0.0,-0.24350724461590922,139.8000000000029,196.29999999998836,-0.009920429015782292
2026-03-13 21:00:00,71307.5,71452.1,71021.2,71063.1,3524.914,87083.339,-6.38e-06,0.0,-0.1889031885741398,389.0,41.90000000000873,-0.0038388418180462557
2026-03-13 22:00:00,71063.1,71150.0,70510.8,70785.8,8860.743,87083.339,-6.38e-06,0.0,1.5137472857493828,364.1999999999971,275.0,-0.000517052855233759
2026-03-13 23:00:00,70785.7,70982.9,70658.9,70895.5,4557.721,87083.339,-6.38e-06,0.0,-0.4856276725326534,87.39999999999418,236.60000000000582,0.0019578111445719814
2026-03-14 00:00:00,70895.5,70920.0,70520.5,70600.0,5679.351,87083.339,-6.38e-06,0.0,0.2460944845022326,320.0,79.5,0.0056133144475921095
2026-03-14 01:00:00,70600.0,70872.5,70436.2,70790.3,5009.742,87083.339,-6.38e-06,0.0,-0.11790238004307174,82.19999999999709,354.1000000000058,0.002689634031781108
2026-03-14 02:00:00,70790.3,70870.0,70690.1,70749.2,2354.624,87083.339,-6.38e-06,0.0,-0.5299909656026199,120.80000000000291,59.09999999999127,-0.0022233466950863463
2026-03-14 03:00:00,70749.2,71141.7,70749.2,71034.3,4867.581,87083.339,-6.38e-06,0.0,1.0672434324970785,107.39999999999418,285.1000000000058,-0.006598220859500228
2026-03-14 04:00:00,71034.3,71272.3,70977.0,70996.3,4016.781,87083.339,-6.38e-06,0.0,-0.17478907901070373,276.0,19.30000000000291,-0.006277791941270138
2026-03-14 05:00:00,70996.3,71119.0,70871.1,70980.7,2745.678,87083.339,-6.38e-06,0.0,-0.31644817081140353,138.3000000000029,109.59999999999127,-0.007128698364484994
2026-03-14 06:00:00,70980.7,70980.7,70256.0,70591.9,9801.249,87083.339,-6.38e-06,0.0,2.5697008170659488,388.8000000000029,335.8999999999942,-0.0008513724662460038
2026-03-14 07:00:00,70591.9,70706.0,70444.0,70565.6,4206.031,87083.339,-6.38e-06,0.0,-0.5708678557192048,140.39999999999418,121.60000000000582,0.001975466799687017
2026-03-14 08:00:00,70565.6,70672.9,70495.0,70550.6,2289.069,87083.339,-3.988e-05,0.0,-0.45576506687658747,122.29999999998836,55.60000000000582,0.002591048127159632
2026-03-14 09:00:00,70550.6,70707.0,70360.0,70474.7,4012.78,87083.339,-3.988e-05,0.0,0.7530183668556956,232.3000000000029,114.69999999999709,0.004805980018361158
2026-03-14 10:00:00,70474.7,70550.7,70350.0,70531.8,2990.127,87083.339,-3.988e-05,0.0,-0.254849007421289,18.89999999999418,181.8000000000029,0.0004962300692737177
2026-03-14 11:00:00,70531.8,70745.1,70521.5,70705.0,2512.142,87083.339,-3.988e-05,0.0,-0.15985441421050017,40.10000000000582,183.5,-0.002127148009334477
2026-03-14 12:00:00,70705.0,70800.0,70568.0,70733.4,2977.484,87083.339,-3.988e-05,0.0,0.18523714025719884,66.60000000000582,165.39999999999418,-0.001367105214792405
2026-03-14 13:00:00,70733.5,70900.0,70661.0,70813.4,3496.382,87083.339,-3.988e-05,0.0,0.17427398434382857,86.60000000000582,152.39999999999418,-0.003209844464465601
2026-03-14 14:00:00,70813.3,70914.6,70532.3,70566.8,3209.641,87083.339,-3.988e-05,0.0,-0.08201077571043436,347.8000000000029,34.5,0.0008034939943429076
2026-03-14 15:00:00,70566.8,70695.7,70444.1,70554.6,3042.084,87083.339,-3.988e-05,0.0,-0.05220428079028161,141.09999999999127,110.5,0.001551989523007713
2026-03-14 16:00:00,70554.7,70674.5,70455.6,70636.7,2249.613,87083.339,-3.988e-05,0.0,-0.2605026685653651,37.80000000000291,181.09999999999127,0.0018205833511475739
2026-03-14 17:00:00,70636.7,70707.9,70545.9,70586.1,1292.443,87083.339,-3.988e-05,0.0,-0.42548207180523934,121.79999999998836,40.20000000001164,0.0025996619731080196
2026-03-14 18:00:00,70586.2,70662.9,70515.2,70623.5,1067.167,87083.339,-3.988e-05,0.0,-0.1743024644026855,39.39999999999418,108.30000000000291,0.0007787776023561562
2026-03-14 19:00:00,70623.5,70705.7,70552.6,70664.1,1101.622,87083.339,-3.988e-05,0.0,0.03228641815198574,41.59999999999127,111.5,0.007221488705014121
2026-03-14 20:00:00,70664.1,70835.0,70607.7,70765.3,1658.468,87083.339,-3.988e-05,0.0,0.5054782856551521,69.69999999999709,157.60000000000582,0.002615688762712675
2026-03-14 21:00:00,70765.3,70784.6,70611.9,70769.6,1404.215,87083.339,-3.988e-05,0.0,-0.1533059425928026,15.0,157.70000000001164,0.0027017250344780397
2026-03-14 22:00:00,70769.5,70772.7,70661.9,70678.5,1023.816,87083.339,-3.988e-05,0.0,-0.270897975025192,94.19999999999709,16.60000000000582,0.010270449995401632
2026-03-14 23:00:00,70678.5,71221.9,70678.5,71174.4,6274.924,87083.339,-3.988e-05,0.0,5.128956765668831,47.5,495.8999999999942,0.0019726193687619248
2026-03-15 00:00:00,71174.4,71186.8,70912.8,70950.4,2792.203,87083.339,-1.883e-05,0.0,-0.5550220209838398,236.40000000000873,37.59999999999127,0.008398825094714178
2026-03-15 01:00:00,70950.5,71000.0,70815.7,70960.8,2167.676,87083.339,-1.883e-05,0.0,-0.22366819317936415,39.19999999999709,145.10000000000582,0.006874217878039747
2026-03-15 02:00:00,70960.8,71599.9,70960.8,71404.4,8104.479,87083.339,-1.883e-05,0.0,2.7387870696543213,195.5,443.59999999999127,0.00015125118340050348
2026-03-15 03:00:00,71404.3,71489.6,71166.3,71314.8,4055.312,87083.339,-1.883e-05,0.0,-0.4996208886468828,174.8000000000029,148.5,0.001486367486131911
2026-03-15 04:00:00,71314.8,71629.6,71277.1,71546.3,4456.508,87083.339,-1.883e-05,0.0,0.09893098237570874,83.30000000000291,269.1999999999971,0.0017960397672556092
2026-03-15 05:00:00,71546.4,71750.0,71428.1,71448.6,5405.75,87083.339,-1.883e-05,0.0,0.21300130056986322,301.3999999999942,20.5,0.0042366120539800226
2026-03-15 06:00:00,71448.5,71549.0,71343.5,71415.2,2755.295,87083.339,-1.883e-05,0.0,-0.49030291818896543,133.8000000000029,71.69999999999709,0.004556452967995731
2026-03-15 07:00:00,71415.1,71626.1,71370.0,71420.8,3413.868,87083.339,-1.883e-05,0.0,0.2390208670940861,205.3000000000029,50.80000000000291,0.005309377660289398
2026-03-15 08:00:00,71420.8,71679.9,71420.8,71674.8,3017.447,87083.339,-6.461e-05,0.0,-0.11612077561288248,5.099999999991269,254.0,-0.0013393828793383448
2026-03-15 09:00:00,71674.9,71897.9,71651.7,71751.3,6049.378,87083.339,-6.461e-05,0.0,1.0048000843096827,146.59999999999127,99.60000000000582,-0.002452917229374241
2026-03-15 10:00:00,71751.3,71878.9,71676.0,71740.6,1908.317,87083.339,-6.461e-05,0.0,-0.6845432703990393,138.29999999998836,64.60000000000582,-0.0021271079416677
2026-03-15 11:00:00,71740.5,71850.0,71612.4,71800.0,3127.999,87083.339,-6.461e-05,0.0,0.6391401428588646,50.0,187.60000000000582,-0.004952646239554399
2026-03-15 12:00:00,71800.1,71800.1,71526.9,71578.8,2657.858,87083.339,-6.461e-05,0.0,-0.15030087925219915,221.3000000000029,51.90000000000873,-0.002421107925810476
2026-03-15 13:00:00,71578.8,71650.0,71220.1,71575.3,10762.788,87083.339,-6.461e-05,0.0,3.049421752403627,74.69999999999709,355.1999999999971,0.0029716955430154966
2026-03-15 14:00:00,71575.3,71600.1,71311.0,71588.0,3755.556,87083.339,-6.461e-05,0.0,-0.6510610447776171,12.10000000000582,277.0,-0.003369279767558768
2026-03-15 15:00:00,71588.0,71590.0,71375.7,71444.4,2293.764,87083.339,-6.461e-05,0.0,-0.38923451014976207,145.60000000000582,68.69999999999709,0.0009909803987436792
2026-03-15 16:00:00,71444.4,71556.4,71275.0,71405.5,3825.282,87083.339,2.659e-05,0.0,0.6676876958571152,150.89999999999418,130.5,0.00398568737702286
2026-03-15 17:00:00,71405.5,71971.8,71373.3,71788.0,5865.921,87083.339,2.659e-05,0.0,0.533461062478531,183.8000000000029,414.6999999999971,0.003992310692594944
2026-03-15 18:00:00,71787.9,71856.0,71275.0,71346.8,4854.116,87083.339,2.659e-05,0.0,-0.17248868506752824,509.1999999999971,71.80000000000291,0.019185163174802553
2026-03-15 19:00:00,71346.7,71547.7,71300.0,71515.2,2570.18,87083.339,2.659e-05,0.0,-0.4705153317308446,32.5,215.1999999999971,0.017670369376020723
2026-03-15 20:00:00,71515.2,71899.6,71396.4,71690.1,3727.199,87083.339,2.659e-05,0.0,0.4501704160798077,209.5,293.70000000001164,0.011260969087781831
2026-03-15 21:00:00,71690.0,72200.0,71587.6,72074.6,6268.383,87083.339,2.659e-05,0.0,0.6817945593996992,125.39999999999418,487.0,0.009011496421763006
2026-03-15 22:00:00,72074.6,73130.2,71681.4,72715.6,17191.267,87083.339,2.659e-05,0.0,1.7425361532631305,414.59999999999127,1034.2000000000116,-0.0032248925952615393
2026-03-15 23:00:00,72715.7,73199.9,72376.2,72778.9,15447.696,87083.339,2.659e-05,0.0,-0.10142190217858871,421.0,402.6999999999971,0.010450831216190488
2026-03-16 00:00:00,72778.8,72980.1,72417.9,72497.4,6246.679,87083.339,2.513e-05,0.0,-0.5956239040436839,482.70000000001164,79.5,0.01796064410585767
2026-03-16 01:00:00,72497.4,72819.2,72235.6,72724.1,5724.735,87083.339,2.513e-05,0.0,-0.08355543801754506,95.09999999999127,488.5,0.019971371251070746
2026-03-16 02:00:00,72724.2,72823.5,72333.0,72481.1,3663.383,87083.339,2.513e-05,0.0,-0.36007815208913596,342.3999999999942,148.10000000000582,0.01655052144628036
2026-03-16 03:00:00,72481.0,74307.3,72400.0,73539.5,35246.124,87083.339,2.513e-05,0.0,8.621195490616188,767.8000000000029,1139.5,-0.0015202714187613855
2026-03-16 04:00:00,73539.5,74444.0,73539.4,73799.5,25110.534,87083.339,2.513e-05,0.0,-0.2875660881179446,644.5,260.1000000000058,-0.009501419386310167
2026-03-16 05:00:00,73799.4,74237.0,73677.9,74176.5,15191.963,87083.339,2.513e-05,0.0,-0.3949964186345062,60.5,498.6000000000058,-0.012898963957587686
2026-03-16 06:00:00,74176.6,74181.4,73549.7,73680.7,8310.378,87083.339,2.513e-05,0.0,-0.452975365987924,500.6999999999971,131.0,0.0008794704719146658
2026-03-16 07:00:00,73680.6,73886.0,73345.9,73427.7,7332.282,87083.339,2.513e-05,0.0,-0.11769572936393513,458.3000000000029,81.80000000000291,0.0011930102672425506
2026-03-16 08:00:00,73427.8,73755.8,72841.9,73098.3,13412.886,87083.339,2.513e-05,0.0,0.829292163067378,657.5,256.40000000000873,0.010009808709641634
2026-03-16 09:00:00,73098.4,73299.7,73030.0,73219.7,4018.36,87083.339,2.513e-05,0.0,-0.7004104858566605,80.0,189.6999999999971,0.011681282496377381
2026-03-16 10:00:00,73219.7,73762.9,73159.2,73745.5,8333.953,87083.339,2.513e-05,0.0,1.0739687335131745,17.39999999999418,586.3000000000029,-0.003060525726993472
2026-03-16 11:00:00,73745.5,73856.6,73466.3,73515.3,5218.038,87083.339,2.513e-05,0.0,-0.37388199813461875,341.3000000000029,49.0,-0.003742078179644316
2026-03-16 12:00:00,73515.3,74043.0,73420.4,73830.0,10877.388,87083.339,2.513e-05,0.0,1.0845743170134066,213.0,409.6000000000058,-0.0014045780847893416
2026-03-16 13:00:00,73830.0,74481.5,73746.3,74075.0,16330.868,87083.339,2.513e-05,0.0,0.5013593336929785,406.5,328.6999999999971,-0.002204522443469496
2026-03-16 14:00:00,74075.0,74450.0,72926.4,73519.8,25291.011,87083.339,2.513e-05,0.0,0.5486629981945845,930.1999999999971,593.4000000000087,0.004940165778470522
2026-03-16 15:00:00,73519.8,74000.0,73141.1,73240.2,12751.139,87083.339,2.513e-05,0.0,-0.49582327887169086,759.8000000000029,99.09999999999127,0.009401940464389856
2026-03-16 16:00:00,73240.2,73887.5,73122.0,73726.3,8627.214,87083.339,2.015e-05,0.0,-0.3234162061914625,161.1999999999971,604.3000000000029,0.006309824309642517
2026-03-16 17:00:00,73726.4,74066.0,73614.4,73911.7,6751.767,87083.339,2.015e-05,0.0,-0.21738732805283378,154.3000000000029,297.3000000000029,0.006069404437998393
2026-03-16 18:00:00,73911.7,74330.6,73818.7,73883.0,9104.554,87083.339,2.015e-05,0.0,0.34846981538314337,447.6000000000058,64.30000000000291,0.011313834034892927
2026-03-16 19:00:00,73883.1,74399.9,73715.0,73928.8,7461.842,87083.339,2.015e-05,0.0,-0.18042750913443983,471.09999999999127,213.8000000000029,0.012411942301241076
2026-03-16 20:00:00,73928.8,74200.0,73819.0,74191.5,3463.303,87083.339,2.015e-05,0.0,-0.5358648708991693,8.5,372.5,0.01472405868596799
2026-03-16 21:00:00,74191.4,74777.7,74094.3,74360.3,12807.692,87083.339,2.015e-05,0.0,2.698114776558678,417.3999999999942,266.0,0.01646577542048639
2026-03-16 22:00:00,74360.3,74875.0,74331.8,74718.9,9380.607,87083.339,2.015e-05,0.0,-0.2675802166385637,156.10000000000582,387.09999999999127,0.005867324063925042
2026-03-16 23:00:00,74719.0,74880.0,74201.1,74846.4,8420.29,87083.339,2.015e-05,0.0,-0.10237258633689683,33.60000000000582,645.2999999999884,-0.0056315333803629835
2026-03-17 00:00:00,74846.4,75488.0,74567.1,75283.9,18886.662,87083.339,2.41e-06,0.0,1.2429942436661916,204.10000000000582,716.7999999999884,-0.014353666587411005
2026-03-17 01:00:00,75283.8,75998.9,75028.5,75584.7,17772.292,87083.339,2.41e-06,0.0,-0.05900301493191329,414.1999999999971,556.1999999999971,-0.02101880407013585
2026-03-17 02:00:00,75584.6,75641.3,75068.0,75157.3,8038.383,87083.339,2.41e-06,0.0,-0.5477013882058657,484.0,89.30000000000291,-0.014798296373073502
2026-03-17 03:00:00,75157.3,75287.9,74231.6,74424.9,13778.491,87083.339,2.41e-06,0.0,0.7140873979256774,863.0,193.29999999998836,-0.0028511963066123985
2026-03-17 04:00:00,74424.9,74652.2,73943.3,74203.3,13603.837,87083.339,2.41e-06,0.0,-0.012675843820633248,448.8999999999942,260.0,-0.0007182968951516026
2026-03-17 05:00:00,74203.3,74428.7,73723.4,73996.0,10540.132,87083.339,2.41e-06,0.0,-0.22520888775718206,432.6999999999971,272.6000000000058,-0.001431158440996732
2026-03-17 06:00:00,73996.0,74242.0,73835.4,74045.1,6338.871,87083.339,2.41e-06,0.0,-0.3985966209910843,196.89999999999418,209.70000000001164,-0.004578290798445812
2026-03-17 07:00:00,74045.0,74415.7,74026.3,74212.7,4432.188,87083.339,2.41e-06,0.0,-0.3007922073189374,203.0,186.39999999999418,-0.002905163132455648
2026-03-17 08:00:00,74212.8,74418.5,74057.5,74150.0,4444.943,87083.339,2.41e-06,0.0,0.002877811139780251,268.5,92.5,-0.005919082939986435
